word num,number,word,"factor 1 - positive (happy, fun, bright vs. sad, boring, dark)","factor 2 - ordinary (cheap, basic, common vs. expensive, fancy, rare)","factor 3 - put together (organized, proper, sane vs. chaotic, scandalous, crazy)","factor 4 - little (small, quiet, thin vs. large, loud, thick)","factor 5 - smooth (soft, chewy, rounded vs hard, crunchy, angular)","1 : [-small-, -large-]","2 : [-angular-, -rounded-]","3 : [-fast-, -slow-]","4 : [-bright-, -dark-]","5 : [-sophisticated-, -rugged-]","6 : [-short-term-, -long-term-]","7 : [-happy-, -sad-]","8 : [-masculine-, -feminine-]","9 : [-few-, -many-]","10 : [-low-tech-, -high-tech-]","11 : [-cheap-, -expensive-]","12 : [-colorful-, -monochrome-]","13 : [-sharp-, -blunt-]","14 : [-old-, -new-]","15 : [-emotional-, -logical-]","16 : [-angry-, -calm-]","17 : [-linear-, -circular-]","18 : [-loud-, -quiet-]","19 : [-bad-, -good-]","20 : [-friendly-, -hostile-]","21 : [-social-, -recusive-]","22 : [-industrial-, -domestic-]","23 : [-angelic-, -demonic-]","24 : [-organized-, -chaotic-]","25 : [-human-, -animal-]","26 : [-lewd-, -tasteful-]","27 : [-proper-, -scandalous-]","28 : [-healthy-, -sick-]","29 : [-near-, -far-]","30 : [-important-, -irrelevant-]","31 : [-dead-, -alive-]","32 : [-weird-, -normal-]"
W#46,46, fih,0.53,0.59,0.42,0.69,0.57,0.269,0.515,0.297,0.356,0.524,0.277,0.527,0.749,0.181,0.558,0.327,0.59,0.534,0.458,0.435,0.415,0.37,0.719,0.328,0.51,0.646,0.568,0.673,0.595,0.743,0.33,0.563,0.619,0.658,0.805,0.319,0.326
W#345," ""345"" ", gahoma,0.51,0.4,0.35,0.22,0.57,0.861,0.591,0.603,0.571,0.625,0.686,0.366,0.641,0.845,0.375,0.667,0.408,0.663,0.227,0.361,0.576,0.661,0.321,0.507,0.423,0.543,0.569,0.601,0.6,0.617,0.456,0.627,0.697,0.651,0.511,0.465,0.321
W#38,38, fas,0.6,0.47,0.35,0.47,0.57,0.512,0.509,0.143,0.275,0.451,0.249,0.493,0.689,0.559,0.672,0.482,0.521,0.333,0.659,0.527,0.306,0.369,0.471,0.417,0.586,0.365,0.383,0.64,0.642,0.737,0.427,0.675,0.648,0.644,0.59,0.566,0.375
W#324," ""324"" ", lini,0.68,0.47,0.62,0.8,0.57,0.204,0.236,0.417,0.141,0.314,0.427,0.404,0.823,0.418,0.41,0.423,0.595,0.304,0.705,0.583,0.711,0.095,0.684,0.687,0.184,0.48,0.528,0.356,0.225,0.649,0.547,0.426,0.532,0.312,0.617,0.746,0.51
W#591," ""591"" ", uliratha,0.54,0.28,0.33,0.46,0.57,0.588,0.537,0.458,0.407,0.343,0.608,0.456,0.667,0.712,0.626,0.655,0.494,0.43,0.314,0.507,0.337,0.629,0.375,0.441,0.667,0.682,0.421,0.512,0.643,0.614,0.386,0.674,0.676,0.682,0.621,0.5,0.203
W#88,88, nob,0.21,0.79,0.35,0.5,0.57,0.197,0.877,0.729,0.739,0.69,0.146,0.804,0.16,0.317,0.231,0.217,0.775,0.882,0.326,0.48,0.374,0.82,0.486,0.204,0.675,0.683,0.593,0.749,0.667,0.431,0.203,0.578,0.844,0.344,0.805,0.157,0.24
W#195,195, listora,0.59,0.25,0.48,0.52,0.57,0.635,0.432,0.491,0.225,0.187,0.77,0.519,0.9,0.776,0.53,0.802,0.312,0.314,0.297,0.576,0.705,0.372,0.56,0.688,0.462,0.462,0.436,0.298,0.431,0.658,0.695,0.464,0.51,0.667,0.3,0.587,0.388
W#132,132, thih,0.43,0.6,0.45,0.68,0.57,0.342,0.419,0.346,0.465,0.497,0.222,0.58,0.564,0.312,0.566,0.311,0.732,0.479,0.321,0.528,0.535,0.317,0.814,0.411,0.609,0.571,0.434,0.551,0.617,0.565,0.451,0.475,0.643,0.377,0.754,0.38,0.375
W#522," ""522"" ", morse,0.17,0.56,0.52,0.54,0.57,0.457,0.687,0.64,0.814,0.605,0.439,0.863,0.225,0.51,0.44,0.452,0.794,0.516,0.139,0.622,0.553,0.506,0.749,0.26,0.694,0.713,0.449,0.803,0.444,0.616,0.548,0.523,0.815,0.619,0.308,0.136,0.484
W#574," ""574"" ", geosyog,0.4,0.38,0.33,0.3,0.57,0.685,0.523,0.681,0.59,0.546,0.571,0.577,0.299,0.743,0.659,0.628,0.525,0.533,0.307,0.692,0.407,0.698,0.413,0.539,0.561,0.476,0.387,0.681,0.625,0.763,0.452,0.673,0.59,0.649,0.576,0.413,0.142
W#299," ""299"" ", guc,0.32,0.63,0.29,0.33,0.56,0.52,0.579,0.528,0.751,0.7,0.174,0.622,0.187,0.434,0.248,0.369,0.637,0.625,0.316,0.524,0.319,0.743,0.368,0.49,0.658,0.699,0.537,0.735,0.78,0.697,0.288,0.659,0.817,0.426,0.745,0.197,0.215
W#85,85, noga,0.39,0.47,0.45,0.38,0.56,0.556,0.619,0.669,0.617,0.539,0.483,0.58,0.548,0.454,0.395,0.515,0.622,0.761,0.462,0.602,0.5,0.679,0.462,0.346,0.456,0.612,0.627,0.684,0.443,0.634,0.382,0.554,0.638,0.358,0.697,0.288,0.322
W#203,203, clorar,0.52,0.47,0.47,0.39,0.56,0.61,0.605,0.623,0.284,0.394,0.496,0.562,0.567,0.759,0.524,0.59,0.345,0.417,0.462,0.664,0.534,0.8,0.394,0.5,0.577,0.477,0.387,0.609,0.587,0.74,0.418,0.357,0.686,0.462,0.458,0.459,0.461
W#146,146, yud,0.41,0.72,0.37,0.35,0.56,0.479,0.586,0.639,0.605,0.826,0.377,0.512,0.26,0.406,0.23,0.25,0.686,0.758,0.259,0.528,0.5,0.537,0.319,0.637,0.48,0.698,0.566,0.672,0.63,0.588,0.307,0.615,0.711,0.624,0.795,0.261,0.255
W#511," ""511"" ", busper,0.49,0.58,0.32,0.33,0.56,0.7,0.675,0.333,0.494,0.667,0.333,0.5,0.268,0.614,0.387,0.412,0.487,0.7,0.326,0.507,0.357,0.631,0.474,0.411,0.466,0.438,0.333,0.616,0.78,0.711,0.42,0.5,0.667,0.489,0.698,0.438,0.255
W#410," ""410"" ", apa,0.7,0.57,0.57,0.41,0.56,0.582,0.563,0.271,0.227,0.529,0.288,0.333,0.465,0.529,0.52,0.357,0.551,0.582,0.337,0.437,0.647,0.592,0.488,0.62,0.232,0.392,0.678,0.36,0.47,0.663,0.67,0.249,0.351,0.53,0.405,0.682,0.468
W#600," ""600"" ", defas,0.31,0.53,0.28,0.48,0.56,0.525,0.506,0.471,0.636,0.619,0.316,0.756,0.417,0.434,0.303,0.33,0.642,0.603,0.23,0.606,0.304,0.527,0.537,0.18,0.768,0.701,0.583,0.763,0.757,0.654,0.318,0.693,0.796,0.616,0.702,0.125,0.309
W#79,79, lug,0.17,0.71,0.37,0.24,0.56,0.796,0.703,0.909,0.791,0.865,0.605,0.843,0.182,0.56,0.123,0.347,0.829,0.869,0.107,0.464,0.503,0.592,0.364,0.355,0.584,0.809,0.379,0.704,0.686,0.688,0.182,0.677,0.871,0.707,0.773,0.195,0.325
W#12,12, buy,0.7,0.5,0.64,0.29,0.56,0.697,0.643,0.223,0.292,0.373,0.483,0.298,0.423,0.73,0.755,0.711,0.467,0.612,0.877,0.641,0.674,0.507,0.291,0.685,0.345,0.338,0.372,0.649,0.366,0.46,0.602,0.343,0.458,0.349,0.325,0.595,0.727
W#57,57, gilk,0.48,0.5,0.32,0.45,0.56,0.552,0.396,0.634,0.461,0.583,0.262,0.539,0.521,0.524,0.371,0.414,0.589,0.434,0.353,0.434,0.411,0.525,0.531,0.41,0.597,0.688,0.516,0.604,0.653,0.851,0.33,0.689,0.853,0.372,0.792,0.301,0.247
W#261," ""261"" ", huya,0.8,0.43,0.27,0.29,0.56,0.679,0.589,0.194,0.276,0.68,0.391,0.171,0.524,0.742,0.568,0.542,0.266,0.517,0.603,0.272,0.44,0.669,0.223,0.684,0.405,0.381,0.59,0.492,0.774,0.422,0.435,0.675,0.395,0.597,0.582,0.69,0.257
W#531," ""531"" ", biasdo,0.44,0.5,0.32,0.33,0.56,0.586,0.677,0.465,0.435,0.475,0.395,0.646,0.283,0.68,0.462,0.487,0.521,0.596,0.333,0.35,0.395,0.65,0.308,0.312,0.65,0.5,0.558,0.684,0.696,0.587,0.485,0.701,0.667,0.596,0.516,0.343,0.236
W#129,129, thes,0.43,0.55,0.6,0.6,0.56,0.447,0.382,0.36,0.456,0.299,0.335,0.64,0.513,0.664,0.405,0.514,0.649,0.417,0.409,0.711,0.639,0.323,0.765,0.659,0.439,0.458,0.452,0.446,0.476,0.407,0.628,0.396,0.552,0.528,0.465,0.41,0.558
W#312," ""312"" ", anopish,0.39,0.39,0.32,0.59,0.56,0.316,0.487,0.651,0.551,0.429,0.398,0.645,0.442,0.48,0.439,0.472,0.63,0.466,0.432,0.402,0.398,0.642,0.533,0.325,0.627,0.636,0.479,0.569,0.729,0.757,0.423,0.639,0.759,0.486,0.672,0.468,0.274
W#514," ""514"" ", hasoh,0.46,0.45,0.33,0.41,0.56,0.563,0.584,0.474,0.517,0.676,0.351,0.512,0.322,0.613,0.459,0.51,0.5,0.39,0.217,0.447,0.494,0.538,0.525,0.41,0.651,0.669,0.674,0.633,0.757,0.457,0.422,0.609,0.576,0.636,0.647,0.333,0.323
W#23,23, dod,0.25,0.77,0.43,0.47,0.56,0.314,0.765,0.76,0.736,0.736,0.262,0.671,0.169,0.333,0.192,0.19,0.742,0.853,0.156,0.578,0.517,0.696,0.447,0.394,0.38,0.662,0.675,0.757,0.544,0.632,0.263,0.491,0.769,0.394,0.833,0.122,0.291
W#495," ""495"" ", yaha,0.89,0.48,0.22,0.26,0.56,0.68,0.513,0.186,0.152,0.577,0.265,0.084,0.685,0.699,0.462,0.432,0.232,0.357,0.59,0.284,0.5,0.603,0.126,0.778,0.217,0.224,0.539,0.425,0.812,0.638,0.457,0.703,0.413,0.663,0.684,0.69,0.271
W#165,165, evelor,0.63,0.17,0.59,0.4,0.56,0.834,0.525,0.485,0.395,0.203,0.841,0.38,0.591,0.734,0.777,0.863,0.365,0.376,0.439,0.505,0.606,0.556,0.484,0.56,0.486,0.417,0.358,0.457,0.369,0.51,0.636,0.371,0.367,0.669,0.447,0.624,0.451
W#452," ""452"" ", foreme,0.48,0.42,0.55,0.5,0.56,0.569,0.538,0.585,0.44,0.251,0.684,0.474,0.696,0.624,0.584,0.658,0.576,0.476,0.481,0.486,0.595,0.421,0.694,0.581,0.37,0.564,0.547,0.541,0.476,0.5,0.52,0.374,0.427,0.5,0.372,0.389,0.447
W#506," ""506"" ", deye,0.42,0.52,0.37,0.63,0.56,0.314,0.494,0.633,0.477,0.432,0.343,0.66,0.648,0.413,0.316,0.389,0.37,0.573,0.33,0.463,0.519,0.422,0.657,0.416,0.444,0.584,0.545,0.687,0.628,0.606,0.447,0.583,0.673,0.489,0.527,0.186,0.367
W#241,241, ped,0.36,0.72,0.46,0.66,0.56,0.196,0.621,0.457,0.544,0.697,0.251,0.739,0.391,0.355,0.375,0.286,0.635,0.699,0.368,0.595,0.468,0.455,0.736,0.333,0.463,0.534,0.647,0.645,0.458,0.552,0.263,0.58,0.661,0.5,0.588,0.256,0.375
W#304," ""304"" ", hanab,0.53,0.52,0.42,0.4,0.56,0.574,0.603,0.606,0.53,0.489,0.382,0.357,0.491,0.661,0.434,0.487,0.508,0.635,0.339,0.533,0.549,0.561,0.472,0.474,0.505,0.541,0.645,0.574,0.523,0.533,0.5,0.576,0.393,0.474,0.457,0.364,0.383
W#86,86, ngub,0.24,0.63,0.26,0.46,0.56,0.354,0.606,0.786,0.761,0.797,0.322,0.757,0.295,0.518,0.292,0.28,0.69,0.821,0.357,0.438,0.331,0.697,0.531,0.344,0.594,0.775,0.455,0.727,0.738,0.715,0.273,0.718,0.84,0.325,0.838,0.183,0.233
W#325," ""325"" ", rini,0.67,0.37,0.42,0.79,0.56,0.107,0.614,0.346,0.277,0.434,0.183,0.433,0.832,0.486,0.471,0.496,0.323,0.319,0.656,0.455,0.491,0.54,0.626,0.648,0.279,0.52,0.564,0.451,0.464,0.653,0.508,0.519,0.59,0.252,0.619,0.636,0.359
W#336," ""336"" ", jawnu,0.5,0.43,0.3,0.4,0.55,0.617,0.414,0.61,0.464,0.561,0.455,0.452,0.343,0.504,0.329,0.504,0.388,0.448,0.5,0.42,0.45,0.553,0.449,0.366,0.482,0.617,0.516,0.692,0.698,0.688,0.496,0.653,0.634,0.561,0.635,0.45,0.283
W#524," ""524"" ", parede,0.66,0.32,0.47,0.38,0.55,0.625,0.547,0.413,0.316,0.392,0.352,0.365,0.549,0.675,0.592,0.686,0.303,0.451,0.458,0.4,0.622,0.405,0.388,0.584,0.36,0.368,0.612,0.388,0.538,0.634,0.505,0.443,0.544,0.485,0.464,0.365,0.304
W#89,89, nog,0.3,0.7,0.35,0.42,0.55,0.399,0.753,0.82,0.746,0.791,0.329,0.622,0.232,0.311,0.224,0.249,0.784,0.835,0.23,0.657,0.421,0.736,0.441,0.281,0.512,0.699,0.597,0.694,0.652,0.705,0.337,0.609,0.805,0.411,0.8,0.154,0.325
W#178,178, gilden,0.74,0.25,0.62,0.5,0.55,0.603,0.588,0.411,0.162,0.162,0.698,0.275,0.517,0.73,0.718,0.79,0.343,0.283,0.388,0.508,0.585,0.544,0.565,0.741,0.246,0.379,0.317,0.189,0.3,0.475,0.661,0.373,0.355,0.606,0.29,0.667,0.458
W#405," ""405"" ", julf,0.55,0.6,0.34,0.36,0.55,0.575,0.479,0.341,0.542,0.696,0.368,0.404,0.343,0.5,0.258,0.356,0.372,0.684,0.341,0.403,0.429,0.589,0.338,0.32,0.477,0.483,0.514,0.644,0.67,0.614,0.37,0.614,0.687,0.691,0.78,0.424,0.204
W#28,28, dud,0.17,0.81,0.33,0.53,0.55,0.31,0.734,0.807,0.892,0.902,0.092,0.848,0.08,0.208,0.115,0.118,0.885,0.886,0.144,0.426,0.655,0.593,0.606,0.21,0.446,0.682,0.57,0.834,0.699,0.459,0.215,0.679,0.841,0.411,0.871,0.109,0.34
W#493," ""493"" ", shial,0.5,0.39,0.38,0.67,0.55,0.287,0.537,0.45,0.373,0.333,0.197,0.622,0.709,0.439,0.394,0.537,0.388,0.306,0.481,0.478,0.507,0.565,0.659,0.474,0.667,0.5,0.432,0.493,0.652,0.683,0.57,0.59,0.605,0.446,0.628,0.418,0.397
W#124,124, thah,0.42,0.54,0.37,0.4,0.55,0.577,0.482,0.481,0.491,0.587,0.329,0.592,0.492,0.548,0.347,0.403,0.705,0.659,0.306,0.483,0.515,0.38,0.453,0.431,0.594,0.612,0.535,0.622,0.681,0.581,0.458,0.61,0.567,0.687,0.752,0.341,0.5
W#243,243, sal,0.49,0.63,0.54,0.62,0.55,0.294,0.496,0.624,0.41,0.48,0.255,0.659,0.519,0.364,0.367,0.325,0.653,0.458,0.309,0.521,0.647,0.546,0.557,0.43,0.421,0.337,0.486,0.508,0.46,0.588,0.552,0.53,0.664,0.659,0.62,0.566,0.615
W#498," ""498"" ", rayilo,0.75,0.28,0.33,0.48,0.55,0.458,0.584,0.384,0.201,0.526,0.5,0.229,0.329,0.608,0.468,0.618,0.229,0.365,0.5,0.44,0.432,0.655,0.338,0.568,0.493,0.59,0.43,0.396,0.664,0.77,0.577,0.6,0.494,0.494,0.553,0.671,0.23
W#434," ""434"" ", biva,0.75,0.37,0.35,0.44,0.55,0.687,0.521,0.321,0.161,0.448,0.28,0.276,0.795,0.627,0.566,0.62,0.295,0.429,0.691,0.373,0.426,0.519,0.507,0.577,0.321,0.329,0.595,0.494,0.578,0.771,0.55,0.62,0.526,0.518,0.525,0.611,0.221
W#421," ""421"" ", bause,0.31,0.53,0.43,0.27,0.54,0.723,0.64,0.741,0.56,0.57,0.309,0.755,0.285,0.581,0.481,0.485,0.75,0.79,0.278,0.622,0.563,0.693,0.37,0.381,0.625,0.593,0.485,0.628,0.6,0.694,0.315,0.554,0.69,0.556,0.648,0.217,0.395
W#8,8, bul,0.26,0.68,0.26,0.2,0.54,0.785,0.798,0.511,0.677,0.856,0.38,0.781,0.091,0.611,0.256,0.378,0.681,0.806,0.215,0.477,0.199,0.698,0.239,0.181,0.809,0.578,0.49,0.857,0.795,0.913,0.224,0.748,0.697,0.464,0.8,0.298,0.329
W#540," ""540"" ", jeren,0.53,0.52,0.45,0.45,0.54,0.615,0.574,0.454,0.452,0.6,0.298,0.462,0.407,0.513,0.306,0.511,0.585,0.441,0.452,0.607,0.488,0.42,0.447,0.506,0.484,0.557,0.526,0.615,0.609,0.475,0.422,0.46,0.639,0.506,0.571,0.45,0.344
W#231,231, efi,0.65,0.37,0.39,0.66,0.54,0.286,0.459,0.271,0.291,0.376,0.322,0.356,0.861,0.356,0.635,0.581,0.365,0.379,0.586,0.378,0.477,0.485,0.601,0.545,0.353,0.455,0.538,0.4,0.632,0.569,0.496,0.508,0.608,0.609,0.693,0.571,0.344
W#244,244, tam,0.5,0.66,0.61,0.51,0.54,0.445,0.479,0.458,0.485,0.542,0.245,0.41,0.639,0.644,0.352,0.287,0.667,0.672,0.464,0.569,0.725,0.439,0.514,0.565,0.236,0.477,0.621,0.537,0.344,0.661,0.578,0.487,0.561,0.446,0.543,0.449,0.626
W#496," ""496"" ", tahay,0.7,0.41,0.3,0.4,0.54,0.563,0.455,0.375,0.41,0.5,0.43,0.2,0.657,0.682,0.557,0.481,0.459,0.403,0.519,0.398,0.5,0.658,0.438,0.64,0.333,0.337,0.693,0.405,0.726,0.617,0.667,0.642,0.41,0.679,0.677,0.605,0.308
W#302," ""302"" ", halas,0.66,0.49,0.32,0.4,0.54,0.681,0.616,0.275,0.322,0.488,0.537,0.266,0.505,0.728,0.549,0.467,0.403,0.465,0.345,0.418,0.536,0.667,0.388,0.55,0.577,0.392,0.648,0.452,0.68,0.478,0.591,0.646,0.424,0.649,0.5,0.597,0.447
W#31,31, dun,0.18,0.77,0.45,0.46,0.54,0.401,0.749,0.694,0.856,0.799,0.237,0.816,0.248,0.368,0.134,0.197,0.867,0.861,0.212,0.524,0.512,0.68,0.42,0.32,0.608,0.801,0.521,0.785,0.479,0.615,0.308,0.57,0.788,0.351,0.819,0.098,0.57
W#485," ""485"" ", jescu,0.59,0.42,0.32,0.51,0.54,0.436,0.407,0.366,0.338,0.456,0.33,0.484,0.392,0.402,0.481,0.487,0.368,0.337,0.432,0.605,0.565,0.6,0.582,0.6,0.425,0.539,0.571,0.325,0.669,0.515,0.449,0.6,0.634,0.426,0.512,0.536,0.265
W#116,116, shis,0.48,0.52,0.26,0.74,0.54,0.207,0.46,0.327,0.355,0.427,0.116,0.574,0.758,0.43,0.38,0.369,0.471,0.248,0.583,0.373,0.398,0.585,0.792,0.281,0.673,0.524,0.568,0.684,0.784,0.583,0.337,0.815,0.807,0.474,0.755,0.321,0.315
W#562," ""562"" ", jaabus,0.55,0.5,0.19,0.21,0.54,0.794,0.529,0.431,0.51,0.607,0.453,0.416,0.33,0.782,0.413,0.348,0.379,0.519,0.318,0.417,0.281,0.586,0.227,0.369,0.645,0.476,0.462,0.696,0.825,0.684,0.447,0.783,0.66,0.635,0.791,0.423,0.155
W#133,133, thub,0.24,0.78,0.32,0.3,0.54,0.495,0.805,0.727,0.772,0.826,0.241,0.749,0.155,0.383,0.226,0.186,0.813,0.862,0.158,0.493,0.407,0.656,0.305,0.284,0.563,0.764,0.478,0.689,0.653,0.556,0.213,0.689,0.722,0.357,0.781,0.123,0.267
W#255," ""255"" ", paro,0.44,0.49,0.51,0.54,0.54,0.391,0.652,0.574,0.486,0.512,0.353,0.635,0.235,0.514,0.53,0.553,0.407,0.429,0.343,0.522,0.505,0.508,0.531,0.457,0.351,0.461,0.64,0.602,0.496,0.713,0.508,0.353,0.664,0.574,0.352,0.439,0.352
W#109,109, shef,0.49,0.52,0.57,0.58,0.54,0.363,0.481,0.344,0.438,0.409,0.215,0.515,0.484,0.413,0.467,0.548,0.607,0.328,0.386,0.611,0.545,0.459,0.639,0.588,0.491,0.421,0.465,0.496,0.407,0.427,0.621,0.327,0.459,0.508,0.576,0.337,0.457
W#297," ""297"" ", glandor,0.76,0.17,0.49,0.18,0.54,0.891,0.578,0.568,0.238,0.188,0.728,0.221,0.337,0.832,0.783,0.853,0.24,0.531,0.583,0.38,0.562,0.703,0.172,0.732,0.342,0.264,0.483,0.295,0.398,0.576,0.661,0.538,0.344,0.664,0.27,0.659,0.341
W#159,159, deda,0.41,0.53,0.42,0.48,0.54,0.429,0.523,0.508,0.627,0.541,0.431,0.472,0.674,0.559,0.421,0.425,0.609,0.651,0.275,0.514,0.647,0.535,0.496,0.372,0.397,0.565,0.586,0.684,0.551,0.575,0.476,0.516,0.661,0.505,0.586,0.139,0.344
W#122,122, taf,0.42,0.63,0.4,0.47,0.54,0.428,0.456,0.325,0.547,0.596,0.222,0.552,0.365,0.346,0.433,0.338,0.631,0.531,0.326,0.468,0.387,0.421,0.5,0.39,0.478,0.522,0.485,0.619,0.596,0.685,0.536,0.534,0.658,0.574,0.736,0.343,0.333
W#99,99, sas,0.66,0.42,0.27,0.48,0.54,0.389,0.447,0.221,0.348,0.323,0.188,0.426,0.806,0.64,0.615,0.558,0.383,0.319,0.65,0.327,0.277,0.629,0.333,0.464,0.693,0.342,0.504,0.623,0.689,0.481,0.44,0.748,0.61,0.549,0.673,0.656,0.376
W#408," ""408"" ", inro,0.4,0.54,0.59,0.65,0.54,0.286,0.569,0.459,0.527,0.534,0.373,0.692,0.379,0.473,0.518,0.41,0.684,0.446,0.576,0.542,0.429,0.395,0.61,0.5,0.534,0.704,0.345,0.642,0.314,0.549,0.421,0.341,0.685,0.236,0.624,0.538,0.487
W#354," ""354"" ", hasus,0.5,0.39,0.3,0.39,0.54,0.676,0.49,0.276,0.463,0.55,0.429,0.455,0.195,0.693,0.606,0.57,0.569,0.422,0.331,0.438,0.357,0.585,0.527,0.363,0.686,0.6,0.621,0.618,0.773,0.485,0.407,0.647,0.596,0.637,0.5,0.38,0.294
W#369," ""369"" ", kuy,0.59,0.54,0.41,0.59,0.54,0.317,0.41,0.393,0.474,0.496,0.231,0.38,0.462,0.469,0.545,0.374,0.516,0.354,0.492,0.5,0.636,0.505,0.691,0.55,0.34,0.603,0.63,0.607,0.59,0.694,0.464,0.516,0.539,0.508,0.556,0.347,0.313
W#322," ""322"" ", wevep,0.44,0.46,0.31,0.55,0.54,0.409,0.43,0.374,0.584,0.58,0.331,0.626,0.5,0.516,0.529,0.469,0.511,0.407,0.527,0.314,0.477,0.56,0.575,0.435,0.5,0.653,0.524,0.62,0.664,0.742,0.424,0.641,0.659,0.544,0.779,0.465,0.193
W#287," ""287"" ", lurvat,0.48,0.26,0.38,0.34,0.53,0.7,0.526,0.626,0.508,0.412,0.717,0.542,0.525,0.613,0.378,0.721,0.387,0.366,0.429,0.61,0.396,0.44,0.379,0.366,0.55,0.629,0.395,0.695,0.591,0.783,0.45,0.639,0.616,0.615,0.654,0.5,0.261
W#268," ""268"" ", hiop,0.75,0.5,0.34,0.36,0.53,0.553,0.647,0.308,0.293,0.526,0.304,0.216,0.358,0.632,0.779,0.397,0.344,0.49,0.522,0.382,0.422,0.725,0.303,0.644,0.34,0.349,0.489,0.396,0.764,0.576,0.508,0.496,0.512,0.576,0.57,0.626,0.247
W#262," ""262"" ", hera,0.69,0.23,0.48,0.44,0.53,0.7,0.6,0.333,0.288,0.246,0.538,0.303,0.906,0.715,0.741,0.765,0.368,0.383,0.365,0.414,0.468,0.547,0.425,0.647,0.458,0.37,0.644,0.351,0.476,0.278,0.559,0.473,0.284,0.365,0.235,0.637,0.58
W#351," ""351"" ", nashi,0.64,0.37,0.38,0.65,0.53,0.24,0.514,0.312,0.391,0.41,0.347,0.296,0.727,0.523,0.59,0.466,0.423,0.275,0.58,0.384,0.356,0.53,0.647,0.5,0.435,0.529,0.645,0.581,0.583,0.633,0.541,0.529,0.492,0.288,0.578,0.482,0.452
W#199,199, mlar,0.31,0.46,0.31,0.37,0.53,0.693,0.461,0.691,0.67,0.569,0.526,0.736,0.23,0.698,0.481,0.59,0.659,0.647,0.272,0.488,0.468,0.435,0.421,0.251,0.634,0.68,0.45,0.689,0.725,0.75,0.392,0.664,0.778,0.613,0.735,0.405,0.32
W#254," ""254"" ", faro,0.54,0.38,0.43,0.39,0.53,0.655,0.566,0.276,0.512,0.328,0.719,0.539,0.394,0.521,0.455,0.602,0.46,0.457,0.287,0.551,0.421,0.581,0.409,0.471,0.472,0.55,0.58,0.559,0.598,0.709,0.511,0.525,0.48,0.885,0.462,0.416,0.347
W#412," ""412"" ", tump,0.29,0.79,0.36,0.27,0.53,0.631,0.673,0.733,0.762,0.802,0.178,0.659,0.176,0.532,0.242,0.202,0.763,0.825,0.116,0.544,0.337,0.636,0.33,0.244,0.678,0.691,0.382,0.789,0.627,0.626,0.306,0.623,0.805,0.466,0.699,0.183,0.275
W#208,208, hiln,0.44,0.46,0.5,0.63,0.53,0.504,0.479,0.603,0.534,0.5,0.407,0.545,0.537,0.402,0.518,0.648,0.586,0.444,0.355,0.568,0.602,0.344,0.705,0.452,0.589,0.702,0.41,0.573,0.481,0.477,0.432,0.5,0.581,0.508,0.521,0.465,0.38
W#450," ""450"" ", quang,0.55,0.34,0.25,0.37,0.53,0.649,0.424,0.548,0.517,0.543,0.688,0.5,0.301,0.717,0.642,0.628,0.405,0.579,0.425,0.437,0.494,0.695,0.328,0.506,0.387,0.44,0.494,0.636,0.747,0.767,0.667,0.716,0.667,0.829,0.623,0.452,0.243
W#541," ""541"" ", tupress,0.34,0.42,0.45,0.59,0.53,0.452,0.552,0.488,0.605,0.483,0.38,0.721,0.684,0.576,0.43,0.59,0.522,0.564,0.58,0.405,0.473,0.453,0.68,0.408,0.682,0.7,0.5,0.477,0.424,0.625,0.525,0.532,0.696,0.489,0.525,0.316,0.388
W#188,188, injol,0.62,0.45,0.38,0.58,0.53,0.364,0.379,0.517,0.348,0.484,0.362,0.383,0.409,0.539,0.42,0.471,0.471,0.457,0.453,0.529,0.451,0.549,0.552,0.49,0.473,0.61,0.347,0.413,0.575,0.629,0.513,0.651,0.75,0.385,0.636,0.528,0.304
W#319," ""319"" ", furvet,0.6,0.31,0.39,0.51,0.53,0.387,0.457,0.307,0.368,0.378,0.431,0.404,0.712,0.472,0.574,0.685,0.266,0.368,0.434,0.43,0.245,0.594,0.591,0.475,0.477,0.602,0.563,0.598,0.583,0.896,0.532,0.571,0.587,0.793,0.504,0.432,0.231
W#346," ""346"" ", gahomal,0.3,0.45,0.33,0.22,0.52,0.833,0.563,0.705,0.74,0.548,0.715,0.664,0.336,0.816,0.351,0.621,0.549,0.693,0.23,0.41,0.444,0.689,0.314,0.348,0.628,0.636,0.511,0.68,0.636,0.723,0.376,0.7,0.741,0.707,0.537,0.314,0.309
W#112,112, sheth,0.31,0.55,0.45,0.63,0.52,0.378,0.414,0.442,0.602,0.56,0.241,0.758,0.509,0.475,0.371,0.444,0.665,0.315,0.362,0.447,0.396,0.338,0.768,0.335,0.742,0.678,0.464,0.698,0.6,0.683,0.418,0.595,0.663,0.524,0.669,0.221,0.4
W#50,50, god,0.68,0.27,0.65,0.26,0.52,0.821,0.701,0.38,0.23,0.288,0.759,0.282,0.413,0.448,0.653,0.834,0.55,0.488,0.23,0.353,0.579,0.723,0.361,0.632,0.419,0.471,0.59,0.212,0.484,0.248,0.627,0.227,0.3,0.606,0.253,0.671,0.554
W#321," ""321"" ", bevet,0.49,0.39,0.46,0.52,0.52,0.4,0.467,0.42,0.386,0.389,0.33,0.53,0.535,0.568,0.469,0.637,0.508,0.427,0.485,0.59,0.544,0.593,0.605,0.565,0.472,0.561,0.531,0.595,0.479,0.766,0.56,0.477,0.486,0.455,0.5,0.338,0.414
